OBJECTID,PREFIX,NAME,TYPE,SUFFIX,POLICENAME,POLICETYPE,Date_Added,Editor,Method,FULLPOLNAME,CarteID,CrossStreetA,CrossStreetB,Date_Changed,FULL_NAME,LF_Addr,LT_Addr,RF_Addr,RT_Addr,MATERIAL,OWNER,FUNCTIONALCLASSIFICATION,JURISDICTION,ROUTESYSTEM,ROUTENUMBER,SpeedLimit,Scenic,RowWidth,AcceptDate,GlobalID,created_user,created_date,last_edited_user,last_edited_date,MUNILEFT,MUNIRIGHT,ZIPLEFT,ZIPRIGHT,STATELEFT,STATERIGHT,OneWay
271, ,SAND HILL,RD, ,SAND HILL,RD,,,,SAND HILL RD,00356,,STATE ST & MILL ST,,SAND HILL RD,92,126,91,125,1,8,0,2,,,,1,33',1883/04/15 00:00:00+00,{22F3271E-A2D3-4AE4-A92A-CE84A3F809E2},,,olkinm,2013/07/29 19:48:29+00,AMHERST,AMHERST,01002,01002,MA,MA,
272, ,NELSON,CIR, ,NELSON,CIR,,,,NELSON CIR,00015,ROLLING RIDGE RD,END,,NELSON CIR,20,20,19,19,1,1,0,2,,,,,40',,{BC4177D1-D0A0-4192-B11D-86650F6289FF},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
273, ,ROLLING RIDGE,RD, ,ROLLING RIDGE,RD,,,,ROLLING RIDGE RD,00165,NELSON CIR,TEAWADDLE LN,,ROLLING RIDGE RD,80,80,77,89,1,1,0,2,,,,,60',,{E99844EB-0F80-4EE2-9614-422E55EDD204},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
274, ,TEAWADDLE,LN, ,TEAWADDLE,LN,,,,TEAWADDLE LN,00170,ROLLING RIDGE RD,END,,TEAWADDLE LN,4,12,11,11,1,1,0,2,,,,,50',,{C81A634D-F78A-4115-B5A9-91BD278A7FDE},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
275, ,BRANDYWINE,DR, ,BRANDYWINE,DR,,,,BRANDYWINE DR,,,END,,BRANDYWINE DR,0,0,0,0,1,2,0,H,,,,,,,{90A92565-B988-4566-878C-DDDD889506BB},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
276, ,KINGMAN,RD, ,KINGMAN,RD,,,,KINGMAN RD,00182,SACCO DR,TUCKERMAN LN,,KINGMAN RD,30,50,29,45,1,1,0,2,,,,,Variable,,{A4C7E098-0BBA-480C-9FF8-3C971BAFA8B9},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
277, ,SACCO,DR, ,SACCO,DR,,,,SACCO DR,00185,TUCKERMAN LN,KINGMAN RD,,SACCO DR,16,28,17,29,1,1,0,2,,,,,49.213',,{2DABF149-6715-497C-B20E-76E9CF823F0B},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
278, ,TUCKERMAN,LN, ,TUCKERMAN,LN,,,,TUCKERMAN LN,00167,SACCO DR,KINGMAN RD,,TUCKERMAN LN,8,16,1,19,1,1,0,2,,,,,49.213',,{4E5C8CF0-B3E9-45FB-954B-A808288EB8D9},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
279, ,BRANDYWINE,DR, ,BRANDYWINE,DR,,,,BRANDYWINE DR,,,END,,BRANDYWINE DR,2,16,0,0,1,2,0,H,,,,,,,{8015F278-3681-410E-84E6-A6DFF3FA9E47},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
280,E,PLEASANT,ST, ,EAST PLEASANT,ST,,,,EAST PLEASANT ST,00296,GRANTWOOD DR,ROLLING RIDGE RD,,E PLEASANT ST,844,868,853,867,1,8,5,2,,,,1,Variable,1835/04/15 00:00:00+00,{BD0DD5A5-E0D5-4E86-ADA4-CBE222DF404A},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
281, ,GRANTWOOD,DR, ,GRANTWOOD,DR,,,,GRANTWOOD DR,00253,BLACKBERRY LN,KINGMAN RD,,GRANTWOOD DR,54,154,55,155,1,1,0,2,,,,,50',,{E5186DD4-4543-4B30-BDA6-A5379D030B91},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
282, ,JASON,CT, ,JASON,CT,,,,JASON CT,00188,GRANTWOOD DR,KINGMAN RD,,JASON CT,4,16,3,19,1,1,0,2,,,,,40',,{8B2757DD-00C3-47BB-9A8D-D017AA3B23DB},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
283, ,GRANTWOOD,DR, ,GRANTWOOD,DR,,,,GRANTWOOD DR,00254,KINGMAN RD,JASON CT,,GRANTWOOD DR,208,288,211,287,1,1,0,2,,,,,50',,{B0592443-B43F-4490-9E4D-FF942E1CAEC8},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
284, ,OAKWOOD,CIR, ,OAKWOOD,CIR,,,,OAKWOOD CIR,00171,ROLLING RIDGE RD,END,,OAKWOOD CIR,2,44,33,45,1,1,0,2,,,,,40',,{446525D9-4166-4D5B-BCEA-7203834E7C1D},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
285, ,PUFFTON VILLAGE APARTMENTS, , ,PUFFTON VILLAGE APARTMENTS, ,,,,PUFFTON VILLAGE APARTMENTS,,,N PLEASANT ST,,PUFFTON VILLAGE APARTMENTS,0,0,0,0,1,2,0,H,,,,,,,{A67BEAEA-8645-4CC0-9994-C1ACB8A71573},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
286, ,PUFFTON VILLAGE APARTMENTS, , ,PUFFTON VILLAGE APARTMENTS, ,,,,PUFFTON VILLAGE APARTMENTS,,, ,,PUFFTON VILLAGE APARTMENTS,0,0,0,0,1,2,0,H,,,,,,,{3A81263F-CC08-41EA-AEE8-D010326DBB45},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
287, ,ROLLING RIDGE,RD, ,ROLLING RIDGE,RD,,,,ROLLING RIDGE RD,00165,OAKWOOD CIR,BEECH ST,,ROLLING RIDGE RD,0,0,191,191,1,1,0,2,,,,,60',,{E05FFBDD-47F8-4B92-BAE7-AC4E5BFBFAF7},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
288, ,GRANTWOOD,DR, ,GRANTWOOD,DR,,,,GRANTWOOD DR,00252,E PLEASANT ST,COLONIAL CT,,GRANTWOOD DR,6,20,29,29,1,1,0,2,,,,,50',,{95C197E9-D710-4926-B2C1-2BB13AC588EF},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
290, ,CARRIAGE,LN, ,CARRIAGE,LN,,,,CARRIAGE LN,00163,POMEROY LN,SURREY LN,,CARRIAGE LN,2,20,3,23,1,1,0,2,,,,,50',1972/03/01 00:00:00+00,{B165F78D-B197-44EA-8D91-4677010BB4D6},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
291, ,GLENDALE,RD, ,GLENDALE,RD,,,,GLENDALE RD,00116,TRACY CIR,FARMINGTON RD,,GLENDALE RD,166,222,159,223,1,1,0,2,,,,,50',,{C88AF619-2801-426C-88A3-EE946E1F0902},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
292, ,FARMINGTON,RD, ,FARMINGTON,RD,,,,FARMINGTON RD,00115,PONDVIEW DR,GLENDALE RD,,FARMINGTON RD,56,66,57,65,1,1,0,2,,,,,60',,{8E7FF879-0684-4229-8F21-15F8EE6CDC64},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
293, ,GLENDALE,RD, ,GLENDALE,RD,,,,GLENDALE RD,00116,TRACY CIR,TRACY CIR,,GLENDALE RD,68,144,57,145,1,1,0,2,,,,,50',,{1C5A993B-0C2F-4A65-9ABE-0452208EE698},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
294, ,WEST,ST, ,WEST,ST,,,,WEST ST,00396,W POMEROY LN & POMEROY LN,GLENDALE RD,,WEST ST,482,546,481,545,1,3,3,1,SR,116,,,Variable,,{9FD2D1CC-E82D-4DFF-B2DF-4E240EB3D5D0},,,olkinm,2013/08/06 17:25:07+00,AMHERST,AMHERST,01002,01002,MA,MA,
295, ,GLENDALE,RD, ,GLENDALE,RD,,,,GLENDALE RD,00116,WEST ST,TRACY CIR,,GLENDALE RD,20,42,19,49,1,1,0,2,,,,,50',,{52C236CB-69CA-45E9-91C4-1D4EE0FC74C0},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
296, ,CARRIAGE,LN, ,CARRIAGE,LN,,OlkinM,,CARRIAGE LN,00163,SURREY LN,END,,CARRIAGE LN,28,64,33,59,1,1,0,2,,,,,50',1972/03/01 00:00:00+00,{60E9C064-01A0-4422-B7C7-E9B7F7BD1BDC},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
297, ,FARMINGTON,RD, ,FARMINGTON,RD,,,,FARMINGTON RD,00115,GLENDALE RD,APPLEWOOD LN,,FARMINGTON RD,72,88,73,87,1,1,0,2,,,,,60',,{6F437F13-B956-4C0D-920E-4FFA1BE3EBB9},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
298, ,APPLEWOOD,LN, ,APPLEWOOD,LN,,,,APPLEWOOD LN,00111,FARMINGTON RD,END,,APPLEWOOD LN,8,42,9,45,1,1,0,2,,,,,50',1967/01/01 00:00:00+00,{C683B4A4-5FE6-406B-A105-7CB439842E31},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
299,,HAWTHORN,RD,,HAWTHORN,RD,2004/10/04 00:00:00+00,Mapwares,Manual,HAWTHORN RD,,,LINDEN RIDGE RD,,HAWTHORN RD,0,0,0,0,1,2,0,0,,,,,50',,{5EBEC4DA-4E07-4D79-A521-0C6519998528},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
302, ,SURREY,LN, ,SURREY,LN,,,,SURREY LN,00162,CARRIAGE LN,END,,SURREY LN,8,16,5,15,1,1,0,2,,,,,50',,{24E52379-A046-43D3-AB31-9EE9CAFBB44E},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
303, ,STATION,RD, ,STATION,RD,,,,STATION RD,00318,HAWTHORN RD,"NORTH ST, BELCHERTOWN",,STATION RD,682,760,685,745,1,8,0,2,,,,1,Variable,,{858A90BC-326E-4135-BC56-FE48029A8392},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
304, ,TRACY,CIR, ,TRACY,CIR,,,,TRACY CIR,00102,GLENDALE RD,GLENDALE RD,,TRACY CIR,16,150,11,141,1,1,0,2,,,,,50',,{060FB574-9ADD-4B1C-8424-C56E3C895031},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
305, ,PONDVIEW,DR, ,PONDVIEW,DR,,,,PONDVIEW DR,00093,LANTERN LN,ATWATER CIR,,PONDVIEW DR,36,154,33,161,1,1,0,2,,,,,50',,{D27A3642-F668-432F-A986-541BD07C037C},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
306, ,FARMINGTON,RD, ,FARMINGTON,RD,,,,FARMINGTON RD,00115,APPLEWOOD LN,PONDVIEW DR,,FARMINGTON RD,114,114,101,115,1,1,0,2,,,,,60',,{5188B4BF-796F-4EDC-BF18-10F78A28A6D5},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
307, ,PONDVIEW,DR, ,PONDVIEW,DR,,,,PONDVIEW DR,00092,BROOKSIDE CT,FARMINGTON RD,,PONDVIEW DR,266,266,267,267,1,1,0,2,,,,,50',,{5B635B8B-D03E-4E08-B0E7-04335FA9B6D5},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
308, ,BROOKSIDE,CT, ,BROOKSIDE,CT,,,,BROOKSIDE CT,00095,PONDVIEW DR,END,,BROOKSIDE CT,18,26,19,35,1,1,0,2,,,,,50',,{FF59FEFA-33BF-45C2-BD5B-5FFA23E510E1},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
309, ,STATE,ST, ,STATE,ST,,,,STATE ST,00345,CAMPBELL CT,MILL ST & SAND HILL RD,,STATE ST,124,164,123,163,1,8,0,2,,,,1,Variable,1848/04/15 00:00:00+00,{B9427A05-A872-4AF7-B388-CD12668D7D40},,,olkinm,2013/07/29 19:39:42+00,AMHERST,AMHERST,01002,01002,MA,MA,
310, ,BRIDGE,ST, ,BRIDGE,ST,,,,BRIDGE ST,00390,,MARKET HILL RD,,BRIDGE ST,22,80,21,79,1,8,5,2,,,25,,,1794/04/15 00:00:00+00,{CC5E12E0-D336-4790-9BBF-B4E709784ED0},,,olkinm,2013/07/29 19:26:31+00,AMHERST,AMHERST,01002,01002,MA,MA,
311, ,PUFFERS,CIR, ,PUFFERS,CIR,,,,PUFFERS CIR,00275,SAND HILL RD,END,,PUFFERS CIR,2,22,1,21,1,1,0,2,,,,,40',1969/03/01 00:00:00+00,{987DD6F1-EC4C-4E04-B87B-BA35ABFCF283},,,olkinm,2013/07/29 19:45:32+00,AMHERST,AMHERST,01002,01002,MA,MA,
312, ,SAND HILL,RD, ,SAND HILL,RD,,,,SAND HILL RD,00356,PUFFERS CIR,,,SAND HILL RD,58,90,57,89,1,8,0,2,,,,1,33',1883/04/15 00:00:00+00,{6CD94D1A-7C12-4A09-8A83-26A118E92DA2},,,olkinm,2013/07/29 19:47:09+00,AMHERST,AMHERST,01002,01002,MA,MA,
313, ,CAMPBELL,CT, ,CAMPBELL,CT,,,,CAMPBELL CT,00277,STATE ST,END,,CAMPBELL CT,2,6,3,5,1,1,0,2,,,,,40',1969/03/01 00:00:00+00,{DB7E77F1-2A52-4478-B479-EEF5197C2616},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
314, ,MONTAGUE,RD, ,MONTAGUE,RD,,,,MONTAGUE RD,,MILL RIVER,SUMMER ST,,MONTAGUE RD,92,132,97,131,1,3,3,1,SR,63,,,,1758/04/15 00:00:00+00,{1A56BE52-F4D8-4D77-A0C1-1E66FFB0AF2D},,,olkinm,2013/07/29 19:57:21+00,AMHERST,AMHERST,01002,01002,MA,MA,
315, ,MONTAGUE,RD, ,MONTAGUE,RD,,,,MONTAGUE RD,,PLUMTREES RD,"PATRICK E CAREY HWY, LEVERETT",,MONTAGUE RD,544,564,543,565,1,3,3,1,SR,63,,,,1758/04/15 00:00:00+00,{072501DB-919B-4714-9F83-EB855A7BD77E},,,olkinm,2013/07/29 19:07:51+00,AMHERST,AMHERST,01002,01002,MA,MA,
316, ,ROUTE 116, , ,ROUTE 116,,,,,ROUTE 116,,ROUTE 116,MEADOW ST,,ROUTE 116,0,0,0,0,1,3,3,1,SR,116,,,,,{0ECEAC0E-1430-4DB7-97CA-FF9BFEEBAF79},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
317, ,MEADOW,ST, ,MEADOW,ST,,,,MEADOW ST,00349,RUSSELLVILLE RD,"ROOSEVELT RD, HADLEY",,MEADOW ST,212,440,211,439,1,1,5,2,,,,,49.5',1958/04/15 00:00:00+00,{F35B5B11-AF15-4DAB-A5F6-A71F0179184E},,,OLKINM,2014/05/29 18:38:49+00,AMHERST,AMHERST,01002,01002,MA,MA,
318, ,CHERRY,LN, ,CHERRY,LN,,,,CHERRY LN,00191,WEAVER CIR,EMILY LN,,CHERRY LN,116,142,109,149,1,1,0,2,,,,,,,{DA512A81-6C34-447D-94F7-8E56AC6DDF28},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
319, ,EMILY,LN, ,EMILY,LN,,,,EMILY LN,00156,SHEERMAN LN,CHERRY LN,,EMILY LN,12,36,7,47,1,1,0,2,,,,,50',,{95850B0D-F65C-47B6-B3C0-47C1E1BA115E},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
320, ,CHERRY,LN, ,CHERRY,LN,,,,CHERRY LN,00191,EMILY LN,END,,CHERRY LN,156,190,161,189,1,1,0,2,,,,,,,{C4A1DF3F-DDF9-4DA2-B0BD-25218E7B803A},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
321, ,FARVIEW,WAY, ,FARVIEW,WAY,,,,FARVIEW WAY,00237,VALLEY LN,END,,FARVIEW WAY,162,162,159,159,1,1,0,2,,,,,40',,{04C0C655-21D6-43BD-BAA2-030B04111EE6},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
322, ,VALLEY,LN, ,VALLEY,LN,,,,VALLEY LN,00243,FARVIEW WAY,END,,VALLEY LN,6,40,5,47,1,1,0,2,,,,,40',2003/03/01 00:00:00+00,{45FB9CBB-ADC9-40DA-94BF-31CC8DF9A195},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
323,N,PLEASANT,ST, ,NORTH PLEASANT,ST,,OlkinM,,NORTH PLEASANT ST,00302,BERKSHIRE TER,PRESIDENTIAL APARTMENTS,,N PLEASANT ST,868,950,867,969,1,8,5,2,,,,,Variable,1758/04/15 00:00:00+00,{4DDCBCA1-0B61-4C02-8AE2-97472DAE7FFD},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
324, ,BERKSHIRE,TER, ,BERKSHIRE,TER,,,,BERKSHIRE TER,00233,N PLEASANT ST,FARVIEW WAY,,BERKSHIRE TER,8,24,5,13,1,1,0,2,,,,,40',1950/03/06 00:00:00+00,{E4EA0447-F452-4097-BB53-71DF74DD65AE},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
325, ,FARVIEW,WAY, ,FARVIEW,WAY,,,,FARVIEW WAY,00238,BERKSHIRE TER,VALLEY LN,,FARVIEW WAY,138,138,137,145,1,1,0,2,,,,,40',,{17928E02-4AD4-4166-8683-475E1F00A9E7},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
326,E,PLEASANT,ST, ,EAST PLEASANT,ST,,,,EAST PLEASANT ST,00296,EASTMAN LN & TILLSON FARM RD,SHEERMAN LN,,E PLEASANT ST,594,650,615,649,1,8,5,2,,,,1,Variable,1835/04/15 00:00:00+00,{4C0FBB98-A2AF-4300-A689-8A4B354D62AF},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
328, ,AUTHORITY,WAY, ,AUTHORITY,WAY,,,,AUTHORITY WAY,,OLYMPIA DR,OLYMPIA DR,,AUTHORITY WAY,1,51,0,0,1,4,0,B,,,,,,,{400514DE-C837-4222-B986-FFF928FEB4EC},,,OLKINM,2014/03/10 16:14:49+00,AMHERST,AMHERST,01002,01002,MA,MA,
329, ,RIDGECREST,RD, ,RIDGECREST,RD,,,,RIDGECREST RD,00151,VAN METER DR,HARLOW DR,,RIDGECREST RD,4,48,13,49,1,1,0,2,,,,,,,{B7B48466-66CE-45E6-8B57-2EF2EC41BC43},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
330, ,MASSACHUSETTS,AVE, ,MASSACHUSETTS,AVE,,,,MASSACHUSETTS AVE,,SUNSET AVE,LINCOLN AVE,,MASSACHUSETTS AVE,0,0,0,0,1,4,3,B,,,,,,,{050EE1A8-C5FC-4F55-812E-0F8EE60110BF},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
331, ,COTTAGE,ST, ,COTTAGE,ST,,,,COTTAGE ST,00138,STONE AVE,MORROW LN,,COTTAGE ST,126,128,127,135,1,1,0,2,,,,,40',1893/04/15 00:00:00+00,{22C3B019-8A91-4A64-8F3E-51E3F72E8A0B},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
332, ,MORROW,LN, ,MORROW,LN,,,,MORROW LN,,COTTAGE ST,END,,MORROW LN,4,14,5,15,1,1,0,2,,,,,,2004/11/01 00:00:00+00,{0DC3E067-6968-4555-AE02-76FEA1025C6E},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
334, ,MASSACHUSETTS,AVE, ,MASSACHUSETTS,AVE,,,,MASSACHUSETTS AVE,,COMMONWEALTH AVE,N HADLEY RD,,MASSACHUSETTS AVE,0,0,0,0,1,4,3,B,,,,,,,{CC36E2CA-DDFE-4737-A08A-62156F2A7F56},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
335,N,HADLEY,RD, ,NORTH HADLEY,RD,,,,NORTH HADLEY RD,,,,,N HADLEY RD,0,0,0,0,,4,5,B,,,,,,,{2B5D6D2D-0725-4898-8327-B61FAAB42EC2},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
336, ,SUNSET,AVE, ,SUNSET,AVE,,,,SUNSET AVE,00268,,MASSACHUSETTS AVE,,SUNSET AVE,0,0,0,0,,4,0,B,,,,,,,{08F32FB6-CA5C-4B7C-951E-A13387050BDF},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
337, ,SUNSET,AVE, ,SUNSET,AVE,,,,SUNSET AVE,00268,,MASSACHUSETTS AVE,,SUNSET AVE,0,0,0,0,,4,0,B,,,,,,,{38C7588A-45ED-4F15-A691-7BA75B1F60C7},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
340,N,HADLEY,RD, ,NORTH HADLEY,RD,,,,NORTH HADLEY RD,,,,,N HADLEY RD,0,0,0,0,,4,5,B,,,,,,,{385D2801-EDC0-42AB-AA62-520EB0B70EFC},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
342, ,ROUTE 116, , ,ROUTE 116,,,,,ROUTE 116,,,N HADLEY RD,,ROUTE 116,0,0,0,0,1,3,3,1,SR,116,,,,,{4DA5B8B5-B10C-4C8F-83CD-63172B323BD8},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
343,N,HADLEY,RD, ,NORTH HADLEY,RD,,,,NORTH HADLEY RD,,ROUTE 116,,,N HADLEY RD,0,0,0,0,,4,5,B,,,,,,,{83290C37-B112-476A-9324-AF069FB93479},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
344,E,PLEASANT,ST, ,EAST PLEASANT,ST,,,,EAST PLEASANT ST,00294,EAMES AVE,,,E PLEASANT ST,206,238,183,235,1,8,5,2,,,,1,Variable,1835/04/15 00:00:00+00,{7A77524E-318A-4839-817B-CFF2DC4A5218},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
345,N,HADLEY,RD, ,NORTH HADLEY,RD,,,,NORTH HADLEY RD,,,ROUTE 116,,N HADLEY RD,0,0,0,0,,4,3,B,,,,,,,{CB4E68E3-939F-49D5-A2E3-CF924F21309D},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
346, ,SUNSET,AVE, ,SUNSET,AVE,,,,SUNSET AVE,00268,N HADLEY RD, ,,SUNSET AVE,0,0,0,0,,4,0,B,,,,,,,{928D933D-ECA2-47AC-A023-230CAAFAA356},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
347,N,HADLEY,RD, ,NORTH HADLEY,RD,,,,NORTH HADLEY RD,,,,,N HADLEY RD,0,0,0,0,,4,3,B,,,,,,,{C472C127-A105-4532-A4CA-064B3779C651},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
348,N,PLEASANT,ST, ,NORTH PLEASANT,ST,,,,NORTH PLEASANT ST,00300,PHILLIPS ST,BUTTERFIELD TER,,N PLEASANT ST,406,418,401,409,1,8,3,2,,,,,Variable,1758/04/15 00:00:00+00,{41D802E6-F924-42CE-9DE2-09CBA5441A39},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
349,N,HADLEY,RD, ,NORTH HADLEY,RD,,,,NORTH HADLEY RD,,,,,N HADLEY RD,0,0,0,0,,4,3,B,,,,,,,{3C85777F-09CE-43BE-A895-1EE160DA4ACB},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
350, ,HICKORY,LN, ,HICKORY,LN,,,,HICKORY LN,00010,LAUREL LN,END,,HICKORY LN,12,34,11,33,1,1,0,2,,,,,40',,{9A5D4518-697F-4C27-941E-CAC2365BF158},,,OLKINM,2014/05/29 18:38:49+00,AMHERST,AMHERST,01002,01002,MA,MA,
351, ,GATEHOUSE,RD, ,GATEHOUSE,RD,,,,GATEHOUSE RD,00021,CHADWICK CT,EMERSON CT,,GATEHOUSE RD,0,0,0,0,1,1,0,2,,,,,60',,{7F06F1E4-292E-4C7F-AA78-BD4DD69511F9},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
352, ,MAIN,ST, ,MAIN,ST,,,,MAIN ST,00334,HIGH ST,S WHITNEY ST,,MAIN ST,534,576,531,571,1,8,5,2,,,,,Variable,,{981634FF-982E-4C9D-819E-59F9182BB34C},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
353,N,WHITNEY,ST, ,NORTH WHITNEY,ST,,,,NORTH WHITNEY ST,00157,MAIN ST,CLIFTON AVE,,N WHITNEY ST,30,74,35,77,1,8,6,2,,,,,49.5',,{9A74D3C8-F90F-47F6-8569-3FDDFDF2106F},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
354, ,MAIN,ST, ,MAIN,ST,,,,MAIN ST,00334,S WHITNEY ST,N WHITNEY ST,,MAIN ST,0,0,0,0,1,8,0,2,,,,,,,{2EDE253B-9B9A-4090-8EB9-F574B185EB7B},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
355,N,PLEASANT,ST, ,NORTH PLEASANT,ST,,,,NORTH PLEASANT ST,00302,PRESIDENTIAL APARTMENTS,NORTHVILLAGE DR,,N PLEASANT ST,956,988,971,985,1,8,5,2,,,,,Variable,1758/04/15 00:00:00+00,{6BE6973E-1597-4D18-93C3-0919AC8D21CA},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
357, ,BELCHERTOWN,RD, ,BELCHERTOWN,RD,,,,BELCHERTOWN RD,00327,ALPINE COMMONS,ALPINE COMMONS,,BELCHERTOWN RD,132,136,133,137,1,1,2,2,SR,9,,,49.5',1962/04/15 00:00:00+00,{79D8ED85-FC37-4D12-B661-E15DE1C1A800},,,olkinm,2013/08/20 18:53:00+00,AMHERST,AMHERST,01002,01002,MA,MA,
358, ,COLONIAL VILLAGE,, ,COLONIAL VILLAGE,,,,,COLONIAL VILLAGE,,BELCHERTOWN RD,S EAST ST,,COLONIAL VILLAGE,0,0,0,0,1,2,0,H,,,,,,,{4ED6B47C-4091-498D-9071-A306FCF8A835},,,olkinm,2013/07/29 18:30:11+00,AMHERST,AMHERST,01002,01002,MA,MA,
359, ,ALPINE COMMONS, , ,ALPINE COMMONS, ,,,,ALPINE COMMONS,,BELCHERTOWN RD,BELCHERTOWN RD,,ALPINE COMMONS,0,0,0,0,1,2,0,H,,,,,,,{4DC99E2F-3977-4CCD-9A7D-95F4AF9D3977},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
360, ,NORTHAMPTON,RD, ,NORTHAMPTON,RD,,,,NORTHAMPTON RD,,BLUE HILLS RD,HAZEL AVE,,NORTHAMPTON RD,212,212,193,227,1,3,2,1,SR,9,,,,,{6D0B0DDA-E367-4F8A-8CBA-8322E928F1A8},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
362, ,WOODSIDE,AVE, ,WOODSIDE,AVE,,,,WOODSIDE AVE,00228,WALNUT ST,ORCHARD ST & HITCHCOCK RD,,WOODSIDE AVE,58,100,57,87,1,1,0,2,,,25,,Variable,,{F33380EA-1777-4267-BA56-B454EE6E5FC4},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
363, ,ORCHARD,ST, ,ORCHARD,ST,,,,ORCHARD ST,00227,NORTHAMPTON RD,WOODSIDE AVE & HITCHCOCK RD,,ORCHARD ST,14,62,17,25,1,1,0,2,,,,,49.5',,{D2C74B1B-5685-4B52-8584-15F6CB8523ED},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
364, ,HEATHERSTONE,RD, ,HEATHERSTONE,RD,,,,HEATHERSTONE RD,00147,BIRCHCROFF LN,PEBBLE RIDGE RD,,HEATHERSTONE RD,192,226,191,225,1,1,0,2,,,,,50',,{0B1B94D8-F4EB-44E2-94F4-F068CBB6C93B},,,OLKINM,2014/05/29 18:38:49+00,AMHERST,AMHERST,01002,01002,MA,MA,
365, ,PEBBLE RIDGE,RD, ,PEBBLE RIDGE,RD,,,,PEBBLE RIDGE RD,00105,HEATHERSTONE RD,END,,PEBBLE RIDGE RD,2,20,1,19,1,1,0,2,,,,,40',,{006AA5EA-2E54-4794-A36A-53EC85D640EF},,,OLKINM,2014/05/29 18:38:49+00,AMHERST,AMHERST,01002,01002,MA,MA,
