OBJECTID,PREFIX,NAME,TYPE,SUFFIX,POLICENAME,POLICETYPE,Date_Added,Editor,Method,FULLPOLNAME,CarteID,CrossStreetA,CrossStreetB,Date_Changed,FULL_NAME,LF_Addr,LT_Addr,RF_Addr,RT_Addr,MATERIAL,OWNER,FUNCTIONALCLASSIFICATION,JURISDICTION,ROUTESYSTEM,ROUTENUMBER,SpeedLimit,Scenic,RowWidth,AcceptDate,GlobalID,created_user,created_date,last_edited_user,last_edited_date,MUNILEFT,MUNIRIGHT,ZIPLEFT,ZIPRIGHT,STATELEFT,STATERIGHT,OneWay
593, ,ALPINE,DR, ,ALPINE,DR,,,,ALPINE DR,00086,HEATHERSTONE RD & ADAMS ST,ECHO HILL RD,,ALPINE DR,2,256,1,255,1,1,0,2,,,,,50',1963/01/01 00:00:00+00,{4112632A-C35B-46E0-B470-7405CDFBB3F0},,,OLKINM,2014/05/29 18:38:49+00,AMHERST,AMHERST,01002,01002,MA,MA,
594, ,ROLLING RIDGE,RD, ,ROLLING RIDGE,RD,,,,ROLLING RIDGE RD,00165,BELLVIEW CIR,NELSON CIR,,ROLLING RIDGE RD,60,60,0,0,1,1,0,2,,,,,60',,{7EE2660B-135D-4599-87E8-99DE91AF425D},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
595,N,HADLEY,RD, ,NORTH HADLEY,RD,,,,NORTH HADLEY RD,,MASSACHUSETTS AVE,"N HADLEY RD, HADLEY",,N HADLEY RD,0,0,0,0,,4,3,B,,,,,,,{656B83F9-AC4F-45E7-A5D5-679AF5379322},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
596, ,MOUNT PLEASANT,ST, ,MT PLEASANT,ST,,,,MT PLEASANT ST,,E PLEASANT ST,END,,MOUNT PLEASANT ST,22,62,11,65,1,2,0,H,,,,,,,{467B8152-9BA5-49EB-9C3F-A9D0BD26376E},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
597,N,HADLEY,RD, ,NORTH HADLEY,RD,,,,NORTH HADLEY RD,,,,,N HADLEY RD,0,0,0,0,,4,3,B,,,,,,,{17DB7974-9F54-4AE8-95F5-167B20687156},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
598, ,COTTAGE,ST, ,COTTAGE,ST,,,,COTTAGE ST,00138,EAMES AVE,EAMES AVE,,COTTAGE ST,0,0,0,0,1,1,0,2,,,,,,1893/04/15 00:00:00+00,{77383848-758D-4D40-B193-BED01979F20E},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
599, ,EAMES,AVE, ,EAMES,AVE,,,,EAMES AVE,,E PLEASANT ST,COTTAGE ST,,EAMES AVE,16,22,15,15,2,2,0,H,,,,,,,{B4F095B0-F653-4330-A332-DA90307B5899},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
600,N,HADLEY,RD, ,NORTH HADLEY,RD,,,,NORTH HADLEY RD,00215,MCCLURE ST,SUNSET AVE,,N HADLEY RD,30,30,0,0,1,8,0,2,,,,,,,{CDFE9335-CE4E-456A-AFCE-549CBACF1753},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
601, ,PHILLIPS,ST, ,PHILLIPS,ST,,,,PHILLIPS ST,00206,N PLEASANT ST,ALLEN ST,,PHILLIPS ST,0,0,11,29,1,1,0,2,,,,,50',,{46F753C6-BB10-459F-B280-FC9C8509AF20},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
602, ,LINCOLN,AVE, ,LINCOLN,AVE,,,,LINCOLN AVE,,N HADLEY RD,MASSACHUSETTS AVE,,LINCOLN AVE,0,0,0,0,,4,6,B,,,,,,,{56E1DC5E-959D-479B-B9E6-4ADBFEA0337E},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
603,E,PLEASANT,ST, ,EAST PLEASANT,ST,,,,EAST PLEASANT ST,00294,CHESTNUT ST,MOUNT PLEASANT ST,,E PLEASANT ST,148,148,155,155,1,8,5,2,,,,1,Variable,1835/04/15 00:00:00+00,{002E03A1-511D-4542-BADD-A08A59CAAC51},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
604,N,HADLEY,RD, ,NORTH HADLEY,RD,,,,NORTH HADLEY RD,00215,LINCOLN AVE,MCCLURE ST,,N HADLEY RD,16,16,0,0,1,8,0,2,,,,,Variable,,{5E098D21-5D3C-49CB-BF07-DB3CDDB18615},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
605, ,CHESTNUT,ST, ,CHESTNUT,ST,,,,CHESTNUT ST,00217,E PLEASANT ST,CHESTNUT CT,,CHESTNUT ST,2,12,1,11,1,8,0,2,,,,,49.5',1883/04/15 00:00:00+00,{8CF00FF5-C8CF-4147-8315-113409CD70F1},,,OLKINM,2014/07/11 19:49:47+00,AMHERST,AMHERST,01002,01002,MA,MA,
606, ,PHILLIPS,ST, ,PHILLIPS,ST,,,,PHILLIPS ST,00206,ALLEN ST,NUTTING AVE,,PHILLIPS ST,0,0,33,51,1,1,0,2,,,,,50',,{7C4C5268-A473-4EAB-B4AA-EBF450E035DF},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
607, ,FEARING,ST, ,FEARING,ST,,,,FEARING ST,00297,NUTTING AVE,LINCOLN AVE,,FEARING ST,60,100,61,109,1,1,6,2,,,,,Variable,,{E8EABFF4-AD63-424C-8CF4-F80A82E71440},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
608, ,LINCOLN,AVE, ,LINCOLN,AVE,,,,LINCOLN AVE,00220,FEARING ST,N HADLEY RD,,LINCOLN AVE,306,346,315,327,1,8,6,2,,,,,49.5',,{E622C8FC-E862-4CC3-9DF2-2926A19B41E0},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
609, ,FEARING,ST, ,FEARING,ST,,,,FEARING ST,00297,LINCOLN AVE,MCCLURE ST,,FEARING ST,132,132,133,133,1,1,6,2,,,,,Variable,,{E3C33B53-876B-474B-B010-BDF5DAC76C93},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
610, ,MCCLURE,ST, ,MCCLURE,ST,,,,MCCLURE ST,00214,FEARING ST,SUNSET CT,,MCCLURE ST,8,24,9,15,1,8,0,2,,,,,40',,{FA2AD55F-E138-42D2-8090-A2B4F083BCC4},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
611,E,PLEASANT,ST, ,EAST PLEASANT,ST,,,,EAST PLEASANT ST,00294,TRIANGLE ST,PLEASANT CT & CHESTNUT CT,,E PLEASANT ST,98,126,75,107,1,8,5,2,,,,1,Variable,1835/04/15 00:00:00+00,{140C8A72-E2C4-4961-A3DC-0451FF1F59F7},,,OLKINM,2014/07/11 19:48:29+00,AMHERST,AMHERST,01002,01002,MA,MA,
612,N,WHITNEY,ST, ,NORTH WHITNEY,ST,,,,NORTH WHITNEY ST,00157,CLIFTON AVE,GROVE ST,,N WHITNEY ST,0,0,83,87,1,8,6,2,,,,,49.5',,{868AC56E-F733-44A8-8FEF-BB1586529DE6},,,OLKINM,2014/03/27 19:00:45+00,AMHERST,AMHERST,01002,01002,MA,MA,
615, ,CLIFTON,AVE, ,CLIFTON,AVE,,,,CLIFTON AVE,00129,HIGH ST,N WHITNEY ST,,CLIFTON AVE,2,24,1,23,1,8,0,2,,,,,40',1941/04/15 00:00:00+00,{519942F4-BC08-482F-8D0D-06E408E51FCB},,,OLKINM,2014/05/29 18:38:49+00,AMHERST,AMHERST,01002,01002,MA,MA,
616, ,TRIANGLE,ST, ,TRIANGLE,ST,,,,TRIANGLE ST,00367,KELLOGG AVE,SMITH ST,,TRIANGLE ST,122,186,121,185,1,8,5,2,,,,,Variable,,{A1BE3783-AEC0-4A60-8C8E-5E487AEA1A11},,,OLKINM,2014/05/29 18:38:49+00,AMHERST,AMHERST,01002,01002,MA,MA,
617, ,LINCOLN,AVE, ,LINCOLN,AVE,,,,LINCOLN AVE,00219,ELM ST,MCCLELLAN ST,,LINCOLN AVE,204,234,209,235,1,8,6,2,,,25,,49.5',,{107BF25D-650C-4994-83A1-013685FEE06B},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
619, ,KELLOGG,AVE, ,KELLOGG,AVE,,,,KELLOGG AVE,,WINDRIDGE RD,TRIANGLE ST,,KELLOGG AVE,90,100,89,99,1,1,0,2,,,,,40',,{8114E3B2-8D89-4F01-9D38-B88A75E3B8CE},,,OLKINM,2014/05/29 18:38:50+00,AMHERST,AMHERST,01002,01002,MA,MA,
620, ,WINDRIDGE,RD, ,WINDRIDGE,TER,,,,WINDRIDGE TER,,SMITH ST,KELLOGG AVE,,WINDRIDGE RD,2,20,1,19,1,2,0,H,,,,,,,{077DC8B5-6596-472C-8C7C-B3CB0D7F04EA},,,OLKINM,2014/05/29 18:38:50+00,AMHERST,AMHERST,01002,01002,MA,MA,
621, ,TAYLOR,ST, ,TAYLOR,ST,,,,TAYLOR ST,00121,MATTOON ST,NEWELL CT,,TAYLOR ST,2,24,1,23,1,8,0,2,,,,,49.5',,{7C55DF79-C577-49CF-B9BF-6CF176E145D3},,,OLKINM,2014/05/29 18:38:50+00,AMHERST,AMHERST,01002,01002,MA,MA,
622, ,BRIGHAM,ST, ,BRIGHAM,ST,,,,BRIGHAM ST,,SUNSET AVE,END,,BRIGHAM ST,28,28,23,23,1,2,0,H,,,,,,,{D1E9356B-3823-4937-AA94-2504EDC7D411},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
623, ,GRAY,ST, ,GRAY,ST,,,,GRAY ST,00125,TAYLOR ST,END,,GRAY ST,68,106,67,105,1,1,0,2,,,,,49.5',,{DF9EE259-EA79-4A0F-AF6C-091527E894CB},,,OLKINM,2014/05/29 18:37:48+00,AMHERST,AMHERST,01002,01002,MA,MA,
624, ,TAYLOR,ST, ,TAYLOR,ST,,,,TAYLOR ST,00121,NEWELL CT,GRAY ST,,TAYLOR ST,26,48,25,49,1,8,0,2,,,,,49.5',,{D139BC86-5278-4702-AE47-3A4ED5FFC634},,,OLKINM,2014/05/29 18:38:50+00,AMHERST,AMHERST,01002,01002,MA,MA,
625, ,ELM,ST, ,ELM,ST,,,,ELM ST,00032,SUNSET AVE,LINCOLN AVE,,ELM ST,17,17,14,14,1,1,0,2,,,,,49.5',,{741AFDF8-CE11-4B9F-AB20-189875F965F8},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
626, ,SUNSET,AVE, ,SUNSET,AVE,,,,SUNSET AVE,00269,ELM ST,BRIGHAM ST,,SUNSET AVE,92,104,91,103,1,1,0,2,,,,,Variable,,{338BC8E2-96D7-42E1-8DF0-1427FAB78E27},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
627,N,PLEASANT,ST, ,NORTH PLEASANT,ST,,,,NORTH PLEASANT ST,00298,COWLES LN,E PLEASANT ST & HALLOCK ST,,N PLEASANT ST,168,236,177,233,1,8,3,2,,,25,,Variable,1758/04/15 00:00:00+00,{AFC3A928-8551-421F-83D4-236638BDA670},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
628, ,HIGH,ST, ,HIGH,ST,,,,HIGH ST,00216,TAYLOR ST,CLIFTON AVE,,HIGH ST,68,86,67,85,1,1,0,2,,,25,,49.5',,{5FFCD2FD-4D60-4E42-A213-5735A7BCB5C4},,,olkinm,2013/08/06 16:50:45+00,AMHERST,AMHERST,01002,01002,MA,MA,
629, ,TAYLOR,ST, ,TAYLOR,ST,,,,TAYLOR ST,00120,GRAY ST,HIGH ST,,TAYLOR ST,50,80,51,79,1,8,0,2,,,,,49.5',,{918F7671-BEF0-412E-B234-F22542109A6A},,,OLKINM,2014/05/29 18:38:50+00,AMHERST,AMHERST,01002,01002,MA,MA,
630, ,KELLOGG,AVE, ,KELLOGG,AVE,,,,KELLOGG AVE,00203,SMITH ST,WINDRIDGE RD,,KELLOGG AVE,66,88,65,87,1,1,0,2,,,,,40',,{89CFED39-DD72-4E0B-BB59-7493DD36FAD6},,,OLKINM,2014/05/29 18:38:50+00,AMHERST,AMHERST,01002,01002,MA,MA,
631, ,SMITH,ST, ,SMITH,ST,,,,SMITH ST,00132,KELLOGG AVE,WINDRIDGE RD,,SMITH ST,2,22,1,21,1,1,0,2,,,,,40',,{B6C4C7D3-2EAD-45E2-BD3C-18E6C9A582E1},,,OLKINM,2014/05/29 18:38:16+00,AMHERST,AMHERST,01002,01002,MA,MA,
632, ,MATTOON,ST, ,MATTOON,ST,,,,MATTOON ST,00391,TRIANGLE ST & NEWELL CT,TAYLOR ST,,MATTOON ST,1,9,2,10,1,1,0,2,,,,,49.5',,{8A8E7368-DA37-4DF7-BE72-9D3297A14504},,,OLKINM,2014/05/29 18:38:50+00,AMHERST,AMHERST,01002,01002,MA,MA,
633, ,FORT RIVER SCHOOL, , ,FORT RIVER SCHOOL, ,,,,FORT RIVER SCHOOL,,S EAST ST, ,,FORT RIVER SCHOOL,0,0,0,0,1,1,0,,,,,,,,{DEADB29F-8DE5-48BF-AA23-A4621F34B78A},,,olkinm,2013/07/29 18:28:30+00,AMHERST,AMHERST,01002,01002,MA,MA,
636, ,QUADRANGLE,DR, ,QUADRANGLE,DR,,,,QUADRANGLE DR,,BARRETT HILL RD,QUADRANGLE,,QUADRANGLE DR,0,0,0,0,1,5,0,H,,,,,,,{7797059C-68DE-4CBC-AB2B-51CCC443CD5C},,,OLKINM,2014/03/10 16:02:43+00,AMHERST,AMHERST,01002,01002,MA,MA,
637, ,HEATHERSTONE,RD, ,HEATHERSTONE,RD,,,,HEATHERSTONE RD,00147,AUBINWOOD RD,OAK KNOLL,,HEATHERSTONE RD,122,136,121,135,1,1,0,2,,,,,50',,{C5899294-B7AB-40C1-BC60-3F31DCD5D003},,,OLKINM,2014/05/29 18:38:16+00,AMHERST,AMHERST,01002,01002,MA,MA,
639, ,OAK KNOLL, , ,OAK KNOLL, ,,,,OAK KNOLL,00110,HEATHERSTONE RD,END,,OAK KNOLL,2,60,1,59,1,1,0,2,,,,,40',,{357A9BBD-4002-4A4D-9617-4C9D07300F62},,,OLKINM,2014/05/29 18:38:50+00,AMHERST,AMHERST,01002,01002,MA,MA,
640, ,NORTHAMPTON,RD, ,NORTHAMPTON,RD,,,,NORTHAMPTON RD,,LINCOLN AVE,ORCHARD ST,,NORTHAMPTON RD,86,104,99,115,1,3,2,1,SR,9,,,,,{7F801677-E615-482F-B649-5E5A0AECB737},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
641, ,BELCHERTOWN,RD, ,BELCHERTOWN,RD,,,,BELCHERTOWN RD,00327,,COLONIAL VILLAGE,,BELCHERTOWN RD,14,78,13,79,1,1,2,2,SR,9,,,49.5',1962/04/15 00:00:00+00,{B880FA96-76E4-4B41-A5B9-FEC4A506FE2F},,,olkinm,2013/08/20 18:50:55+00,AMHERST,AMHERST,01002,01002,MA,MA,
642, ,HEATHERSTONE,RD, ,HEATHERSTONE,RD,,,,HEATHERSTONE RD,00147,OAK KNOLL,KETTLE POND RD,,HEATHERSTONE RD,138,154,137,153,1,1,0,2,,,,,50',,{80864476-F72C-4D97-8C46-379E0E18FE68},,,OLKINM,2014/05/29 18:38:50+00,AMHERST,AMHERST,01002,01002,MA,MA,
643, ,WOODSIDE,AVE, ,WOODSIDE,AVE,,,,WOODSIDE AVE,00228,NORTHAMPTON RD,WALNUT ST,,WOODSIDE AVE,38,38,15,45,1,1,0,2,,,25,,Variable,,{72A8F8E5-ABB9-4A9B-B46E-9FF2293D04CC},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
644,S,PLEASANT,ST, ,SOUTH PLEASANT,ST,,,,SOUTH PLEASANT ST,00393,QUADRANGLE,WALNUT ST,,S PLEASANT ST,0,0,155,211,1,8,3,2,SR,116,,,Variable,,{5E1A6CCF-B9AD-44DF-82E0-C1106740F66F},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
645, ,WALNUT,ST, ,WALNUT,ST,,,,WALNUT ST,00229,S PLEASANT ST,WOODSIDE AVE,,WALNUT ST,12,12,17,17,1,8,0,2,,,,,33',,{0C83429F-F7F2-4EA1-BDB8-7D418ED66D59},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
646, ,KETTLE POND,RD, ,KETTLE POND,RD,,,,KETTLE POND RD,00109,HEATHERSTONE RD,END,,KETTLE POND RD,2,36,1,35,1,1,0,2,,,,,40',,{87A61F49-0F8A-42C7-8E3B-033A657ECEAE},,,OLKINM,2014/05/29 18:37:48+00,AMHERST,AMHERST,01002,01002,MA,MA,
647,S,PLEASANT,ST, ,SOUTH PLEASANT,ST,,,,SOUTH PLEASANT ST,00393,WALNUT ST,MEMORIAL FIELD HOUSE RD,,S PLEASANT ST,0,0,217,217,1,8,3,2,SR,116,,,Variable,,{0D9DD986-24B8-41A7-9726-D4332E30DCE8},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
648, ,QUADRANGLE,DR, ,QUADRANGLE,DR,,,,QUADRANGLE DR,,MEAD DR,BARRETT HILL RD,,QUADRANGLE DR,0,0,0,0,1,5,0,H,,,,,,,{8C2EB871-9AB3-4C06-984F-A1635406AF53},,,OLKINM,2014/03/10 16:02:43+00,AMHERST,AMHERST,01002,01002,MA,MA,
651, ,NORTHAMPTON,RD, ,NORTHAMPTON,RD,,,,NORTHAMPTON RD,,ORCHARD ST,DANA ST,,NORTHAMPTON RD,126,132,117,143,1,3,2,1,SR,9,,,,,{D54C0181-E696-4574-8A85-E603E25D3C55},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
653,S,EAST,ST, ,SOUTH EAST,ST,,,,SOUTH EAST ST,00373,FORT RIVER SCHOOL,BELCHERTOWN RD,,S EAST ST,72,88,71,87,1,8,5,2,,,,1,Variable,,{30A580BE-D469-4999-9E8D-E2939F7F121F},,,olkinm,2013/08/06 15:52:56+00,AMHERST,AMHERST,01002,01002,MA,MA,
654, ,CHARLES,LN, ,CHARLES,LN,,,,CHARLES LN,00382,AMITY ST & AMITY PL,END,,CHARLES LN,4,30,3,29,1,2,0,H,,,,,,,{AE050DDB-DF44-4D01-AFD5-E7B46F042D70},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
655, ,HEATHERSTONE,RD, ,HEATHERSTONE,RD,,,,HEATHERSTONE RD,00146,ALPINE DR & ADAMS ST,ECHO HILL RD,,HEATHERSTONE RD,42,80,41,79,1,1,0,2,,,,,50',,{6D3196B8-517A-4AFC-86A9-693928B1BD7C},,,OLKINM,2014/05/29 18:38:50+00,AMHERST,AMHERST,01002,01002,MA,MA,
656, ,ECHO HILL,RD, ,ECHO HILL,RD,,,,ECHO HILL RD,00106,HEATHERSTONE RD,ALPINE DR,,ECHO HILL RD,18,60,25,65,1,1,0,2,,,,,50',1967/01/01 00:00:00+00,{3E30E86D-CA27-41C7-9840-54C001F1F96C},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
657,S,PLEASANT,ST, ,SOUTH PLEASANT,ST,,,,SOUTH PLEASANT ST,00392,SELLEN ST,NORTHAMPTON RD & COLLEGE ST,,S PLEASANT ST,0,0,129,129,1,8,3,2,,,,,Variable,,{6FA0C65C-A9D9-48A5-98A2-3BDE5F4522AD},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
658, ,ASPEN CHASE,, ,ASPEN CHASE,,,,,ASPEN CHASE,,MAIN ST,COLLEGE ST,,ASPEN CHASE,1,9,2,10,1,2,0,H,,,,,,,{3DA738DF-C9A6-4B92-AD45-FB9C07BD06E7},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
659, ,BOLTWOOD,AVE, ,BOLTWOOD,AVE,,,,BOLTWOOD AVE,00175,SPRING ST,COLLEGE ST,,BOLTWOOD AVE,30,62,31,61,1,1,0,2,,,,,,1794/04/15 00:00:00+00,{4DB67776-27A8-4568-ACD0-44D6D061B9AA},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
660, ,COLLEGE,ST, ,COLLEGE,ST,,,,COLLEGE ST,,NORTHAMPTON RD & S PLEASANT ST,BOLTWOOD AVE,,COLLEGE ST,2,18,1,17,1,8,2,2,SR,9,,,Variable,1881/04/15 00:00:00+00,{6A1505ED-1A39-4532-BFFA-2D53919BF1B6},,,olkinm,2013/08/20 18:44:23+00,AMHERST,AMHERST,01002,01002,MA,MA,
661, ,COLLEGE,ST, ,COLLEGE,ST,,,,COLLEGE ST,00328,BOLTWOOD AVE,NOAH WEBSTER CIR,,COLLEGE ST,20,38,19,37,1,8,2,2,SR,9,,,Variable,1881/04/15 00:00:00+00,{1138D5D5-9797-4F2D-AFA1-CC8D57D4B9CD},,,olkinm,2013/08/20 18:43:54+00,AMHERST,AMHERST,01002,01002,MA,MA,
662, ,SEELYE,ST, ,SEELYE,ST,,,,SEELYE ST,00135,SPRING ST,COLLEGE ST,,SEELYE ST,58,58,0,0,1,8,0,2,,,,,49.5',,{F7B77A70-126F-4B88-A01A-AAD825F4EFA3},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
663, ,COLLEGE,ST, ,COLLEGE,ST,,,,COLLEGE ST,00328,NOAH WEBSTER CIR,SEELYE ST,,COLLEGE ST,40,58,39,57,1,8,2,2,SR,9,,,Variable,1881/04/15 00:00:00+00,{91C9B59A-7675-47C7-827C-52ED118E2171},,,olkinm,2013/08/20 18:43:02+00,AMHERST,AMHERST,01002,01002,MA,MA,
664, ,DICKINSON,ST, ,DICKINSON,ST,,,,DICKINSON ST,00183,SPRING ST,EAST DR & COLLEGE ST,,DICKINSON ST,34,40,35,41,1,1,5,2,,,,,52',1886/03/01 00:00:00+00,{D01A9C89-DF16-4347-9BC4-23E625E27976},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
665, ,COLLEGE,ST, ,COLLEGE,ST,,,,COLLEGE ST,00329,EAST DR & DICKINSON ST,RAILROAD ST,,COLLEGE ST,120,160,119,159,1,8,2,2,SR,9,,,Variable,1881/04/15 00:00:00+00,{B34958E4-43FC-49A3-ACF5-B8E06681B66A},,,olkinm,2013/08/20 18:40:56+00,AMHERST,AMHERST,01002,01002,MA,MA,
666,S,WHITNEY,ST, ,SOUTH WHITNEY,ST,,,,SOUTH WHITNEY ST,00119,SUNRISE AVE,COLLEGE ST,,S WHITNEY ST,30,58,27,41,1,8,6,2,,,,,49.5',,{1213EEDF-831B-4445-AB6A-28F8809C016E},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
667, ,COLLEGE,ST, ,COLLEGE,ST,,,,COLLEGE ST,00329,RAILROAD ST,S WHITNEY ST,,COLLEGE ST,162,212,161,211,1,8,2,2,SR,9,,,Variable,1881/04/15 00:00:00+00,{AC390E82-717D-4BED-82E8-5F7B3FB588F3},,,olkinm,2013/08/20 18:45:29+00,AMHERST,AMHERST,01002,01002,MA,MA,
668, ,COLLEGE,ST, ,COLLEGE,ST,,,,COLLEGE ST,00329,S WHITNEY ST,ASPEN CHASE,,COLLEGE ST,214,280,213,279,1,8,2,2,SR,9,,,Variable,1881/04/15 00:00:00+00,{07413212-EAFF-49F3-92C7-8F332BD03992},,,olkinm,2013/08/20 18:46:08+00,AMHERST,AMHERST,01002,01002,MA,MA,
669, ,SHUMWAY,ST, ,SHUMWAY,ST,,,,SHUMWAY ST,00053,MAIN ST,COLLEGE ST,,SHUMWAY ST,2,66,1,65,1,1,0,2,,,,,50',,{DCFADC7E-F734-45D4-97C5-371A58355AD7},,,olkinm,2013/08/06 16:49:23+00,AMHERST,AMHERST,01002,01002,MA,MA,
670, ,COLLEGE,ST, ,COLLEGE,ST,,,,COLLEGE ST,00329,ASPEN CHASE,SHUMWAY ST,,COLLEGE ST,282,306,281,305,1,8,2,2,SR,9,,,Variable,1881/04/15 00:00:00+00,{4F122FD0-4802-4611-A6CA-AF86B3B3FA20},,,olkinm,2013/08/20 18:46:46+00,AMHERST,AMHERST,01002,01002,MA,MA,
671, ,QUADRANGLE,DR, ,QUADRANGLE,DR,,,,QUADRANGLE DR,,S PLEASANT ST,MEAD DR,,QUADRANGLE DR,1,69,2,68,1,5,0,H,,,,,,,{A821606D-2573-47BA-9F86-C47D211986F2},,,OLKINM,2014/03/10 16:02:43+00,AMHERST,AMHERST,01002,01002,MA,MA,
673, ,LINCOLN,AVE, ,LINCOLN,AVE,,,,LINCOLN AVE,00218,AMITY ST,GAYLORD ST,,LINCOLN AVE,100,100,87,97,1,8,5,2,,,,,49.5',,{1D1E8119-6277-46EF-8AC5-A4B2DDCC82B8},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
674, ,AMITY,ST, ,AMITY,ST,,,,AMITY ST,00365,BLUE HILLS RD,CHARLES LN & AMITY PL,,AMITY ST,330,336,315,337,1,8,5,2,,,,1,Variable,1754/04/15 00:00:00+00,{42E26DDA-060A-41DE-ADDD-25176292B4E5},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
675, ,AMITY,PL, ,AMITY,PL,,,,AMITY PL,,CHARLES LN & AMITY ST,END,,AMITY PL,1,99,2,100,1,2,0,H,,,,,,,{0B0664A1-C573-4E8A-A994-C66837C3524D},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
676, ,FORT RIVER SCHOOL, , ,FORT RIVER SCHOOL, ,,,,FORT RIVER SCHOOL,,, ,,FORT RIVER SCHOOL,0,0,0,0,1,1,0,,,,,,,,{7D0296FE-B4DC-4BB5-9A11-ABF0618752AC},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
677, ,MARKET HILL,RD, ,MARKET HILL,RD,,OlkinM,,MARKET HILL RD,00278,BRIDGE ST,HENRY ST,,MARKET HILL RD,2,4,1,3,1,8,5,2,,,,1,40',1759/04/15 00:00:00+00,{D811EF9C-C329-46E8-9618-F43C2594F920},,,olkinm,2013/07/29 19:19:55+00,AMHERST,AMHERST,01002,01002,MA,MA,
678, ,MARKET HILL,RD, ,MARKET HILL,RD,,,,MARKET HILL RD,00278,HENRY ST,FLAT HILLS RD,,MARKET HILL RD,6,342,5,341,1,8,0,2,,,,1,40',1759/04/15 00:00:00+00,{5BD32F32-5808-4D90-A136-1529B47BEB30},,,olkinm,2013/07/29 19:20:55+00,AMHERST,AMHERST,01002,01002,MA,MA,
679,S,PLEASANT,ST, ,SOUTH PLEASANT,ST,,,,SOUTH PLEASANT ST,00392,MAIN ST & AMITY ST & N PLEASANT ST,SELLEN ST,,S PLEASANT ST,0,0,1,61,1,8,3,2,,,,,Variable,,{C13EA709-95BE-46CB-A8D2-FE02319FAAA4},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
680, ,SELLEN,ST, ,SELLEN,ST,,,,SELLEN ST,00271,S PROSPECT ST,S PLEASANT ST,,SELLEN ST,0,0,0,0,1,1,0,2,,,,,33',,{06307C99-FFAC-45D9-9232-A1F8252150C0},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
681,S,PROSPECT,ST, ,SOUTH PROSPECT,ST,,,,SOUTH PROSPECT ST,00272,GAYLORD ST,SELLEN ST,,S PROSPECT ST,0,0,37,51,1,8,0,2,,,,,45',,{A03B0C6F-C26F-4D0B-8A2C-E49F9F4CE631},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
682, ,AMITY,ST, ,AMITY,ST,,,,AMITY ST,00365,CHARLES LN & AMITY PL,UNIVERSITY DR & N UNIVERSITY DR,,AMITY ST,338,400,405,405,1,8,5,2,,,,1,Variable,1754/04/15 00:00:00+00,{A7273C9C-E933-40EB-A9FA-25253DFB70FC},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
683,N,UNIVERSITY,DR, ,NORTH UNIVERSITY,DR,,,,NORTH UNIVERSITY DR,,FEARING ST,UNIVERSITY DR & AMITY ST,,N UNIVERSITY DR,0,0,0,0,,4,5,B,,,,,,,{94E017B8-C37E-4ABD-B5A5-58104D2FC15C},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
